,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1576,18,98,2,0.4,1,0,0,0,0,1,0
1577,8,65,1,3.0,1,227,1,0,0,1,0
1578,13,12,2,0.3,2,104,0,1,0,1,0
1579,5,122,4,3.0,1,0,1,0,0,0,1
1580,14,12,2,0.0,3,0,0,0,0,0,0
1581,29,24,2,0.2,1,0,0,0,0,0,1
1582,19,170,4,4.25,1,318,1,0,1,1,1
1583,36,184,4,2.3,2,342,1,0,1,1,1
1584,20,25,4,0.6,3,125,0,0,0,0,0
1585,31,131,2,2.7,1,0,0,0,0,0,0
1586,33,50,2,2.3,3,0,0,0,0,0,1
1587,28,21,2,0.4,1,0,0,1,0,1,0
1588,3,55,3,1.1,2,0,0,0,0,1,0
1589,32,124,1,0.2,2,0,1,0,0,1,0
1590,23,58,4,2.6,1,188,0,0,0,0,0
1591,13,72,2,2.8,1,0,0,0,0,1,0
1592,31,192,1,7.0,3,0,1,0,1,1,0
1593,38,83,3,1.8,2,0,0,0,0,1,0
1594,12,93,1,2.8,1,0,0,1,0,1,0
1595,26,38,3,1.0,3,110,0,1,0,1,0
1596,20,55,4,1.9,3,164,0,1,0,0,0
1597,41,11,3,0.1,3,0,0,1,0,0,1
1598,15,85,2,0.4,1,0,0,1,0,0,0
1599,24,124,1,4.9,1,266,0,0,0,1,0
1600,36,129,2,6.0,1,0,0,0,0,1,0
1601,7,180,1,4.3,1,0,0,0,0,0,0
1602,14,74,4,1.4,2,0,0,0,0,1,0
1603,6,138,1,7.0,3,86,1,0,0,1,0
1604,29,111,2,3.6,3,0,1,0,0,0,1
1605,28,83,3,0.8,1,0,0,0,0,1,0
1606,10,33,4,1.7,1,87,0,0,0,1,0
1607,29,21,4,0.7,3,0,0,0,0,0,0
1608,10,35,2,0.3,1,98,0,0,0,1,0
1609,41,105,1,0.8,3,0,0,1,1,1,1
1610,14,103,1,0.8,2,0,0,0,0,0,1
1611,32,75,2,2.3,3,0,0,0,0,0,0
1612,17,33,1,0.7,1,104,0,0,0,0,0
1613,34,52,4,1.7,2,0,0,1,0,1,0
1614,23,89,1,2.6,2,0,0,1,1,1,1
1615,36,63,1,2.5,3,0,0,0,0,0,0
1616,23,84,4,3.1,2,0,1,1,1,1,0
1617,36,44,4,2.1,1,0,0,0,0,0,0
1618,3,29,3,1.0,1,0,0,0,0,1,1
1619,21,29,1,0.3,3,0,0,0,0,1,0
1620,14,22,2,0.3,2,0,0,0,0,1,0
1621,6,53,4,2.2,1,114,0,0,0,1,0
1622,14,24,2,0.3,2,0,0,0,0,1,0
1623,38,153,1,1.3,1,455,0,0,0,0,0
1624,2,31,2,0.3,2,0,0,1,0,1,0
1625,30,21,2,0.7,2,0,0,0,0,1,0
1626,6,180,2,6.7,1,0,0,0,0,0,0
1627,20,82,3,0.7,2,0,0,0,0,1,1
1628,18,90,4,0.8,1,245,0,1,0,0,0
1629,29,154,4,7.4,3,0,1,0,0,0,0
1630,17,99,2,1.8,2,0,0,0,0,1,1
1631,36,153,1,2.6,2,0,1,1,1,0,1
1632,5,93,2,3.1,2,0,1,0,0,1,0
1633,38,53,1,0.0,2,0,0,0,0,0,0
1634,34,18,3,1.3,2,104,0,0,1,1,1
1635,24,70,1,2.9,1,0,0,0,0,0,0
1636,39,100,4,1.7,3,0,0,0,0,0,1
1637,6,193,3,6.3,3,0,1,0,0,1,0
1638,7,125,1,0.0,1,0,0,0,0,1,1
1639,31,68,2,0.0,3,0,0,1,0,1,0
1640,10,55,1,2.0,1,95,0,0,0,1,0
1641,34,152,4,3.6,3,0,1,0,0,0,0
1642,3,84,3,1.5,1,0,0,0,0,1,1
1643,16,13,2,0.0,3,0,0,0,0,1,0
1644,35,33,4,0.4,1,131,0,0,0,0,1
1645,32,89,4,1.0,2,90,0,1,0,1,0
1646,26,93,1,2.4,1,0,0,0,0,1,0
1647,5,68,4,1.8,3,0,0,0,0,0,0
1648,21,85,2,1.7,2,0,0,0,0,0,1
1649,4,73,1,0.8,2,0,0,0,0,1,0
1650,6,83,4,2.2,2,106,0,0,0,1,0
1651,36,158,2,6.3,3,0,1,0,0,1,0
1652,18,182,4,6.0,3,0,1,0,0,1,0
1653,1,24,2,0.9,3,123,0,0,0,0,1
1654,34,102,2,2.0,1,0,0,0,0,1,1
1655,11,53,3,2.8,1,0,0,0,0,0,0
1656,15,175,2,3.3,1,0,0,0,0,1,0
1657,5,28,3,1.0,1,0,0,0,0,1,0
1658,25,14,4,0.8,1,0,0,0,0,1,0
1659,7,139,1,4.0,3,106,1,0,1,1,1
1660,11,34,3,0.9,1,0,0,0,0,1,0
1661,14,64,1,1.5,3,0,0,0,0,0,1
1662,38,84,4,0.1,2,0,0,0,0,0,0
1663,32,42,3,0.5,2,0,0,1,0,1,0
1664,35,63,1,1.6,1,0,0,0,0,1,0
1665,12,100,3,1.2,3,341,0,0,0,1,1
1666,25,190,2,4.2,2,0,1,0,0,1,0
1667,20,22,1,1.0,1,91,0,0,0,0,0
1668,37,20,1,0.8,2,0,0,1,0,0,1
1669,18,21,2,1.4,2,0,0,0,0,1,1
1670,14,25,4,0.4,2,101,0,0,0,1,0
1671,9,20,4,1.1,3,0,0,0,0,1,0
1672,23,173,3,0.2,1,0,1,0,1,1,1
1673,5,81,2,2.5,1,0,0,0,0,0,1
1674,11,139,2,0.8,2,421,1,0,0,1,0
1675,35,119,2,3.9,1,0,0,1,0,1,0
1676,20,74,4,2.6,3,104,0,0,0,1,0
1677,10,42,1,1.5,2,131,0,0,0,0,0
1678,30,73,2,1.1,1,0,0,0,0,0,0
1679,31,114,4,5.2,1,0,1,1,1,1,0
1680,36,44,2,1.0,3,0,0,0,0,0,0
1681,8,141,2,4.333333333333333,1,0,0,0,0,0,0
1682,26,14,2,0.0,1,103,0,0,0,1,0
1683,29,33,2,0.4,3,0,0,0,0,0,0
1684,34,83,2,2.0,1,249,0,0,0,0,0
1685,16,89,4,0.8,1,155,0,0,0,1,0
1686,38,39,4,2.2,1,0,0,1,0,1,0
1687,39,83,3,2.0,3,0,0,0,0,1,1
1688,34,108,2,2.0,1,359,0,0,0,1,0
1689,34,21,3,1.3,2,0,0,0,0,1,1
1690,1,102,1,1.9,1,0,0,0,0,0,0
1691,32,48,1,1.6,3,0,0,0,0,0,1
1692,32,32,3,1.4,1,0,0,0,0,1,0
1693,31,43,1,0.2,1,0,0,0,0,0,0
1694,23,35,4,0.4,2,118,0,0,0,0,0
1695,6,184,1,6.0,1,0,0,0,0,1,0
1696,21,140,2,7.6,1,132,0,0,0,0,0
1697,38,32,3,0.7,2,0,0,0,0,1,1
1698,20,149,1,1.7,1,0,0,0,0,1,0
1699,25,15,4,0.6,3,0,0,0,0,0,1
1700,16,71,3,2.3333333333333335,2,0,0,0,0,0,0
1701,3,108,4,1.8,2,0,0,0,0,0,0
1702,30,122,2,0.5,1,0,0,0,0,0,1
1703,41,40,3,0.1,3,0,0,0,0,1,0
1704,22,198,2,6.666666666666667,1,0,0,0,0,0,1
1705,24,79,4,1.4,2,0,0,1,0,0,1
1706,31,84,1,0.1,3,0,0,0,0,1,0
1707,37,31,3,0.4,2,0,0,0,0,0,1
1708,20,12,4,0.6,3,0,0,0,0,0,1
1709,34,88,2,1.6,1,0,0,0,0,1,1
1710,5,29,2,0.3,2,131,0,0,0,1,1
1711,3,201,1,6.333333333333333,1,158,0,0,0,1,0
1712,20,20,1,1.4,3,0,0,0,0,0,0
1713,20,15,1,1.0,1,0,0,0,0,1,0
1714,27,155,2,0.4,1,107,0,0,0,0,1
1715,13,25,3,0.2,2,0,0,0,0,1,0
1716,8,200,2,6.5,1,565,0,0,0,1,0
1717,7,101,1,2.7,2,233,0,0,0,0,0
1718,16,19,4,0.4,2,0,0,0,0,1,1
1719,12,188,2,6.5,1,0,0,0,0,1,1
1720,28,8,1,0.3,1,0,0,0,0,1,0
1721,29,59,2,2.3,3,152,0,0,0,1,0
1722,2,72,4,2.6,1,0,0,1,1,1,0
1723,15,55,1,1.5,3,0,0,0,0,1,0
1724,19,24,3,0.6666666666666666,2,0,0,0,0,1,0
1725,32,19,1,1.3,1,0,0,0,0,1,0
1726,33,71,2,2.3,3,150,0,0,0,1,1
1727,26,54,2,1.5,2,0,0,0,0,0,1
1728,26,28,1,0.3,3,0,0,0,0,1,0
1729,20,25,4,0.4,3,0,0,0,0,1,0
1730,17,51,2,0.6,3,0,0,0,0,0,1
1731,19,125,3,2.4,1,0,1,0,0,1,0
1732,0,88,2,1.8,2,319,0,0,0,1,1
1733,16,125,2,2.2,1,0,0,0,0,1,0
1734,10,79,4,2.1,3,182,0,0,0,1,0
1735,36,31,3,0.4,2,0,0,0,0,1,1
1736,31,131,2,2.7,1,394,0,0,0,0,1
1737,19,70,1,0.2,2,230,0,1,0,0,0
1738,36,38,3,0.9,3,82,0,0,0,1,1
1739,7,83,1,2.5,1,0,0,1,1,1,1
1740,20,59,1,2.4,1,0,0,1,1,1,0
1741,21,121,1,4.7,1,0,0,0,0,0,0
1742,38,42,2,0.7,3,137,0,0,0,1,0
1743,24,32,4,1.8,1,109,0,0,0,1,0
1744,3,29,4,0.8,1,135,0,0,0,1,0
1745,12,40,2,1.1,2,0,0,1,0,0,1
1746,36,25,3,0.3,3,0,0,0,0,1,1
1747,5,21,4,0.4,2,89,0,0,0,0,1
1748,23,79,3,0.7,2,151,0,0,0,1,0
1749,22,52,2,2.1,3,221,0,0,0,0,0
1750,34,61,4,1.7,2,229,0,0,0,0,0
1751,31,25,2,0.2,1,0,0,0,0,0,0
1752,8,155,1,7.4,3,0,1,0,0,0,0
1753,29,25,2,0.4,1,0,0,0,0,1,0
1754,24,80,4,4.9,1,0,0,0,0,1,0
1755,3,55,4,1.7,2,0,0,0,0,1,1
1756,17,23,2,0.0,3,0,0,0,0,0,0
1757,9,60,1,1.2,1,0,0,0,0,1,1
1758,14,54,2,0.7,1,0,0,0,0,0,0
1759,6,44,4,0.8,1,0,0,0,0,0,0
1760,16,33,4,0.0,2,0,0,0,0,1,0
1761,27,45,2,2.0,2,121,0,0,0,0,1
1762,35,55,4,1.6666666666666667,3,89,0,0,0,1,1
1763,24,134,1,5.0,1,0,0,0,0,0,1
1764,21,44,3,0.6,2,0,0,0,0,1,0
1765,0,149,2,7.2,1,154,0,0,0,0,0
1766,38,22,2,0.2,3,0,0,1,0,0,0
1767,14,74,3,2.3333333333333335,2,0,0,0,0,1,0
1768,18,128,4,5.3,1,84,1,0,0,0,0
1769,36,62,4,2.2,1,0,0,0,0,0,0
1770,37,9,1,0.1,1,94,0,0,0,0,0
1771,21,9,2,0.7,3,0,0,0,0,1,0
1772,11,15,2,0.3,2,119,0,0,0,0,0
1773,5,28,4,0.8,1,0,0,0,0,0,0
1774,18,83,3,0.5,3,0,0,0,0,0,1
1775,22,73,1,0.8,3,117,0,0,0,0,0
1776,26,42,4,1.1,2,151,0,0,0,1,0
1777,27,34,2,0.7,2,114,0,0,0,1,1
1778,3,32,3,1.0,2,0,0,0,0,0,0
1779,9,68,1,2.8,1,0,0,0,0,1,0
1780,24,82,1,2.9,1,267,0,0,0,1,0
1781,26,19,2,0.7,2,0,0,0,0,0,1
1782,11,60,2,2.8,1,181,0,0,0,0,1
1783,27,192,1,1.7,1,601,0,0,0,1,0
1784,29,119,3,2.0,1,0,1,1,1,0,0
1785,3,190,2,4.5,1,0,0,0,0,1,0
1786,11,34,1,1.5,2,0,0,0,0,0,0
1787,6,44,4,0.2,1,0,0,1,1,1,1
1788,13,23,4,0.2,3,0,0,0,0,1,0
1789,20,171,4,0.7,1,567,1,0,1,1,1
1790,20,43,1,0.3,3,0,0,1,0,0,1
1791,22,139,1,0.0,1,0,0,0,1,1,1
1792,20,118,1,5.7,1,0,0,0,1,1,1
1793,9,113,3,0.8,3,0,1,0,0,1,0
1794,32,98,3,3.9,3,0,1,0,0,0,0
1795,24,70,1,2.9,1,0,0,0,0,0,1
1796,32,42,2,2.1,3,0,0,0,0,1,0
1797,10,143,1,8.6,1,0,0,0,0,1,1
1798,20,185,3,2.7,1,0,1,0,0,1,0
1799,14,28,4,0.4,2,100,0,0,0,1,0
1800,33,45,3,1.5,1,181,0,1,1,1,1
1801,10,78,1,2.6,2,0,0,0,0,0,0
1802,3,121,2,1.3,1,0,0,0,0,0,0
1803,32,59,1,1.6,1,0,0,0,0,1,0
1804,16,64,4,2.6666666666666665,1,0,0,1,0,1,0
1805,26,15,2,0.0,1,114,0,0,0,1,0
1806,36,10,1,0.1,1,0,0,0,0,0,0
1807,20,61,2,0.4,3,0,0,0,0,0,0
1808,31,50,4,1.5,1,0,0,0,0,1,0
1809,10,79,4,2.1,3,0,0,1,0,1,0
1810,34,35,1,0.2,1,0,0,0,0,1,0
1811,3,11,4,0.5,3,0,0,0,0,0,0
1812,19,128,1,4.7,1,0,0,0,0,1,0
1813,36,55,3,0.9,3,0,0,0,0,1,1
1814,22,79,3,0.7,2,0,0,0,0,1,0
1815,39,18,2,0.4,1,0,0,1,1,1,1
1816,19,91,2,1.7,2,0,0,1,0,1,0
1817,11,9,4,0.2,3,0,0,0,0,0,1
1818,20,62,2,2.2,3,0,0,0,0,1,0
1819,34,59,1,1.6,1,231,0,0,0,1,0
1820,22,25,1,0.1,1,148,0,0,0,1,0
1821,7,54,4,1.3,1,0,0,1,0,1,0
1822,23,112,1,5.1,2,86,1,1,1,1,0
1823,8,125,1,0.0,1,0,0,0,0,1,1
1824,23,194,4,8.3,2,0,1,0,0,0,1
1825,32,161,1,5.8,3,0,1,1,0,0,0
1826,33,35,1,0.2,1,171,0,0,0,0,0
1827,30,113,2,2.7,1,352,0,0,0,0,1
1828,4,25,2,0.3,2,0,0,0,0,0,0
1829,29,45,3,2.0,3,0,0,0,0,1,0
1830,13,119,2,7.8,1,221,0,0,0,0,0
1831,22,30,4,0.4,2,115,0,0,0,1,1
1832,29,79,4,3.8,2,0,0,1,0,1,0
1833,9,178,1,0.8,3,0,1,0,0,0,0
1834,16,23,2,0.3,2,118,0,0,0,0,0
1835,23,171,2,1.4,1,284,0,0,0,1,1
1836,19,74,4,1.9,3,0,0,0,0,0,0
1837,18,103,3,1.0,1,180,0,0,0,1,1
1838,7,99,1,4.0,1,0,0,0,0,1,0
1839,2,43,4,1.3,3,0,0,0,0,1,1
1840,25,23,4,0.4,3,88,0,0,0,0,0
1841,17,91,1,0.1,2,199,0,0,0,1,1
1842,29,93,1,2.7,2,256,0,0,0,1,0
1843,6,154,1,6.0,1,0,0,0,0,0,0
1844,40,21,3,0.1,3,0,0,0,0,0,1
1845,18,65,2,2.2,3,0,0,0,0,1,0
1846,32,15,1,0.1,2,0,0,0,0,1,0
1847,0,52,3,2.6,3,159,0,0,0,0,0
1848,10,30,3,1.3,1,0,0,1,1,1,1
1849,26,42,1,1.6,2,0,0,0,0,1,0
1850,10,20,4,0.3,1,97,0,0,0,1,0
1851,8,60,4,2.2,2,0,0,0,0,0,1
1852,6,54,4,1.8,3,167,0,0,0,0,0
1853,25,60,4,2.6,1,97,0,0,0,1,0
1854,25,41,3,1.0,2,0,0,0,0,1,0
1855,39,30,3,0.7,2,0,0,0,0,1,1
1856,24,21,2,1.0,2,0,0,0,0,1,0
1857,13,105,1,0.8,2,0,0,0,0,0,1
1858,11,65,3,2.8,1,240,0,0,0,1,0
1859,41,20,2,0.4,1,80,0,0,0,0,0
1860,6,179,3,4.9,1,142,1,0,0,1,0
1861,38,161,1,2.9,1,0,0,1,1,1,1
1862,17,82,1,3.7,3,0,0,0,0,1,0
1863,22,43,1,1.2,2,112,0,0,0,1,0
1864,36,61,2,2.8,1,0,0,0,0,0,0
1865,6,90,4,1.8,3,0,0,1,0,0,0
1866,24,90,1,2.6,2,334,0,0,0,1,0
1867,39,21,2,0.4,1,0,0,0,0,0,0
1868,1,118,1,5.4,1,0,0,0,0,1,1
1869,30,44,2,2.0,2,0,0,0,0,1,0
1870,37,110,1,4.1,3,0,1,0,0,0,0
1871,5,99,4,1.8,2,268,0,0,0,0,0
1872,17,98,3,1.1,1,0,0,0,0,0,0
1873,4,69,3,0.7,2,80,0,0,0,1,0
1874,11,82,3,0.9,2,218,0,0,0,1,1
1875,3,112,3,2.5,1,389,0,1,0,1,0
1876,38,123,1,2.9,1,0,0,0,0,0,0
1877,24,78,1,2.6666666666666665,2,0,0,0,0,1,0
1878,30,59,3,0.8,1,159,0,1,0,1,0
1879,30,78,3,1.7,2,0,0,0,0,0,0
1880,19,49,4,1.9,3,89,0,0,0,1,0
1881,19,82,3,2.6666666666666665,2,0,0,0,0,0,0
1882,32,125,3,0.6,1,342,1,0,1,1,1
1883,30,185,1,2.9,1,0,0,0,0,0,0
1884,33,163,1,7.4,1,0,0,0,0,1,0
1885,6,19,4,1.1,3,104,0,0,1,1,1
1886,41,115,4,1.7,2,0,0,0,0,0,0
1887,7,81,2,2.0,2,0,0,0,1,1,1
1888,10,93,1,2.8,3,0,0,0,0,1,0
1889,30,111,4,0.3,1,372,1,1,1,1,0
1890,27,184,1,8.1,1,0,0,0,0,0,0
1891,18,50,4,2.2,2,0,0,0,0,0,0
1892,30,55,3,1.7,1,0,0,0,0,0,1
1893,24,13,1,0.4,3,101,0,1,0,0,0
1894,25,29,4,0.1,1,0,0,0,0,1,1
1895,2,72,4,2.6,1,0,0,0,0,1,0
1896,7,83,1,2.6,2,0,0,1,0,0,1
1897,29,98,1,0.1,3,0,0,0,0,0,0
1898,24,43,4,0.1,1,0,0,0,0,1,0
1899,33,34,1,0.2,1,0,0,0,0,1,0
1900,36,10,4,0.4,2,0,0,0,0,1,0
1901,19,201,2,6.666666666666667,1,0,0,1,0,1,0
1902,14,85,3,1.2,3,107,0,0,0,1,1
1903,26,50,3,1.4,3,0,0,0,0,0,0
1904,14,91,2,0.0,1,0,0,0,0,1,0
1905,2,112,2,2.0,1,241,0,0,0,1,0
1906,17,98,2,0.4,1,275,0,0,0,1,0
1907,18,115,1,0.3,1,0,0,0,0,0,0
1908,26,22,4,0.5,2,112,0,0,0,1,0
1909,30,101,3,1.7,2,0,0,0,0,0,1
1910,18,83,2,3.8,3,112,0,0,0,0,0
1911,35,52,3,0.5,2,0,0,0,0,0,0
1912,16,191,3,4.8,2,0,1,1,1,1,0
1913,33,134,4,0.9,1,198,1,0,0,1,0
1914,24,54,1,1.6,2,186,0,0,0,1,0
1915,11,69,3,2.1,1,0,0,1,0,0,0
1916,32,64,3,1.6,3,0,0,0,0,1,0
1917,32,53,4,1.6666666666666667,3,142,0,0,0,0,0
1918,9,118,2,6.0,3,246,1,0,1,1,1
1919,13,19,2,1.4,2,120,0,0,0,0,1
1920,28,31,2,0.4,3,0,0,0,0,0,0
1921,21,63,1,0.8,3,245,0,0,0,1,1
1922,15,25,1,1.4,3,0,0,0,0,0,0
1923,19,22,1,0.2,1,0,0,0,0,1,0
1924,38,78,1,1.8,3,0,0,0,0,0,0
1925,19,81,1,0.3,1,218,0,0,0,1,0
1926,6,41,1,2.4,2,0,0,0,0,1,0
1927,10,62,3,2.3,1,0,0,0,0,0,0
1928,34,35,1,1.2,3,0,0,0,0,1,0
1929,19,30,1,0.6,3,0,0,0,0,1,0
1930,29,51,3,1.0,2,0,0,0,0,1,0
1931,2,140,2,2.0,1,0,0,0,0,1,0
1932,39,73,3,2.4,1,185,0,0,0,0,0
1933,39,40,4,1.2,2,0,0,0,0,1,0
1934,20,69,1,0.8,3,0,0,0,0,1,1
1935,9,191,1,4.8,3,0,1,0,1,1,1
1936,24,82,3,3.0,2,0,0,0,0,1,0
1937,25,181,1,3.3,3,589,1,1,1,1,0
1938,4,38,1,1.9,3,0,0,0,0,1,0
1939,31,23,2,0.2,1,0,0,0,0,1,0
1940,33,55,1,1.8,3,0,0,0,0,1,0
1941,19,58,2,3.2,1,0,0,0,0,1,0
1942,36,29,2,0.5,2,0,0,0,0,1,0
1943,23,39,4,2.6,1,0,0,0,0,0,0
1944,28,39,3,1.9,2,83,0,0,1,1,1
1945,33,30,3,1.5,1,151,0,1,0,1,0
1946,23,58,4,2.0,3,0,0,0,0,1,1
1947,28,62,1,1.8,3,231,0,0,0,1,0
1948,15,62,4,2.4,1,86,0,0,0,0,0
1949,34,19,1,1.2,3,0,0,0,0,0,0
1950,12,38,1,1.5,2,0,0,0,0,0,0
1951,21,84,4,2.0,3,0,0,0,0,1,1
1952,5,78,1,2.6,2,0,0,0,0,1,0
1953,25,22,4,0.2,1,83,0,0,0,1,0
1954,20,81,4,2.0,3,277,0,0,0,1,0
1955,17,32,3,0.5,2,0,0,0,0,1,0
1956,18,89,4,0.8,1,184,0,0,0,0,0
1957,4,121,2,3.3,1,0,0,0,0,1,0
1958,2,42,1,1.5,1,0,0,0,0,1,1
1959,24,130,1,1.0,1,0,0,0,0,0,0
1960,19,30,4,0.0,2,0,0,0,0,1,0
1961,26,114,1,4.9,1,0,0,0,0,0,0
1962,4,155,1,6.333333333333333,1,0,0,0,0,0,0
1963,38,50,2,1.1,1,0,0,0,0,0,1
1964,10,34,1,1.5,2,111,0,0,0,0,1
1965,20,94,3,0.5,3,0,0,0,0,1,0
1966,26,114,2,2.4,2,0,0,0,0,0,0
1967,18,89,3,0.5,3,108,0,0,0,0,1
1968,24,49,1,1.4,3,0,0,0,0,1,0
1969,38,115,1,2.0,1,0,0,0,0,1,1
1970,3,148,1,1.5,1,397,0,0,0,1,1
1971,17,72,4,1.1,2,203,0,0,0,0,1
1972,2,114,4,2.1,3,0,0,0,0,1,0
1973,22,11,2,0.0,1,78,0,0,0,0,0
1974,13,63,4,0.2,3,242,0,0,0,0,0
1975,3,113,2,0.2,1,0,0,0,0,1,1
1976,13,80,2,1.8,1,0,0,0,0,1,0
1977,15,54,3,0.5,3,0,0,0,0,1,1
1978,11,32,2,1.4,3,0,0,1,0,1,0
1979,17,11,1,1.0,1,0,0,0,0,0,0
1980,19,141,1,2.4,1,0,0,0,0,1,0
1981,26,84,3,3.0,2,0,0,0,0,1,0
1982,33,18,3,0.1,2,110,0,0,0,1,0
1983,5,20,2,0.3,1,0,0,0,0,0,0
1984,1,55,4,1.7,2,175,0,0,0,1,0
1985,7,31,4,0.4,2,79,0,0,0,0,0
1986,17,114,2,0.4,1,0,0,0,0,0,0
1987,31,52,3,2.0,2,0,0,1,1,1,1
1988,28,18,1,0.3,1,120,0,0,0,1,0
1989,35,55,1,1.8,3,0,0,1,0,0,0
1990,8,29,1,0.2,3,76,0,0,0,1,1
1991,22,30,3,0.5,1,0,0,0,0,0,0
1992,28,38,2,0.8,1,0,0,0,0,0,1
1993,5,122,2,3.1,1,0,0,0,0,0,0
1994,8,183,1,6.0,1,0,0,0,0,0,0
1995,11,41,1,2.4,2,0,0,0,0,0,0
1996,24,38,1,1.4,3,0,0,0,0,0,0
1997,30,61,1,1.8,3,0,0,0,0,1,0
1998,32,103,3,4.0,3,0,1,0,0,0,0
1999,22,80,2,2.4,2,0,0,0,0,1,0
2000,2,22,1,0.1,2,0,0,0,0,1,0
2001,17,128,2,3.25,2,0,1,0,0,0,1
2002,4,142,3,4.2,1,359,1,0,0,0,0
2003,20,124,1,4.7,1,0,0,0,0,1,1
2004,4,44,1,1.9,3,143,0,0,0,0,0
2005,23,170,2,6.5,2,0,1,0,1,1,1
2006,39,75,4,0.1,2,0,0,0,1,1,1
2007,21,78,3,2.0,2,0,0,0,0,1,1
2008,38,31,1,1.1,3,125,0,0,0,1,0
2009,0,99,1,1.9,1,323,0,0,0,0,0
2010,36,41,2,1.5,1,0,0,0,0,0,0
2011,21,39,4,0.0,2,0,0,0,0,1,0
2012,31,51,1,1.4,1,0,0,0,0,1,1
2013,15,52,3,0.8,3,113,0,0,0,1,0
2014,19,169,3,5.666666666666667,3,167,1,0,1,0,1
2015,5,141,1,0.8,1,0,0,0,0,1,0
2016,17,93,4,0.8,1,218,0,0,0,0,0
2017,15,14,3,1.0,2,0,0,1,0,0,0
2018,39,160,2,2.1,1,0,0,0,0,1,1
2019,17,44,1,0.2,1,0,0,1,1,1,0
2020,34,33,3,0.2,1,0,0,1,0,0,0
2021,20,103,4,4.8,3,0,1,0,0,1,0
2022,3,71,4,1.8,3,236,0,0,0,0,0
2023,29,55,1,0.2,1,151,0,0,0,1,0
2024,12,113,4,0.2,1,0,1,0,0,0,0
2025,20,79,3,2.0,2,185,0,1,0,0,0
2026,33,80,2,0.7,2,0,0,0,0,1,0
2027,12,179,2,0.0,1,380,0,0,0,0,0
2028,17,9,2,0.0,3,0,0,0,0,0,0
2029,3,61,4,2.0,2,0,0,0,0,1,0
2030,38,111,2,3.9,1,207,0,1,1,1,1
2031,35,80,3,0.5,1,0,0,0,0,1,0
2032,37,32,3,0.2,1,0,0,1,0,0,1
2033,23,83,1,0.3,1,0,0,0,0,1,1
2034,33,91,4,1.9,2,329,0,0,0,0,0
2035,10,29,4,1.0,1,0,0,0,0,1,1
2036,19,19,3,0.6666666666666666,2,0,0,0,0,1,0
2037,8,52,2,1.0,2,0,0,0,0,0,1
2038,24,150,1,7.3,1,0,0,0,0,1,1
2039,25,32,2,0.4,3,0,0,0,0,1,0
2040,16,91,3,0.5,3,0,0,0,0,0,0
2041,20,180,3,8.5,2,535,1,0,0,0,0
2042,17,121,1,0.3,1,0,0,0,0,1,0
2043,32,25,2,0.2,3,0,0,0,0,1,1
2044,25,102,1,0.3,1,0,0,0,0,1,0
2045,28,44,4,0.9,2,107,0,0,0,1,0
2046,16,161,3,8.0,2,0,1,0,1,1,1
2047,38,134,3,4.0,2,0,1,0,0,0,1
2048,4,43,1,1.8,2,0,0,0,0,1,1
2049,18,94,4,1.1,2,0,0,0,0,1,0
2050,15,29,2,0.8,3,98,0,0,0,0,0
2051,8,38,4,0.2,1,0,0,0,0,0,0
2052,3,120,1,0.8,1,170,0,0,0,0,0
2053,32,85,2,2.0,1,161,0,1,1,1,1
2054,15,89,2,1.9,1,0,0,0,0,0,0
2055,23,25,1,1.4,3,0,0,0,0,1,0
2056,8,20,3,1.3,1,83,0,0,0,0,1
2057,12,125,2,3.9,1,0,0,0,0,1,1
2058,7,18,1,0.6,3,0,0,0,0,0,0
2059,3,173,2,6.7,1,222,0,0,0,1,0
2060,29,34,4,0.1,3,0,0,0,0,1,1
2061,38,159,4,4.9,2,111,1,0,0,0,0
2062,31,55,3,2.5,1,219,0,0,1,1,1
2063,30,32,2,0.4,3,0,0,0,0,1,0
2064,29,65,4,1.8,3,0,0,0,0,0,1
2065,5,83,3,1.5,1,0,0,0,0,1,1
2066,16,30,2,1.4,2,0,0,0,0,0,1
2067,32,180,1,2.9,1,0,0,0,0,0,1
2068,37,13,2,0.3,3,0,0,0,0,1,0
2069,4,35,4,0.8,1,0,0,0,0,1,1
2070,37,95,3,0.5,1,0,0,0,0,0,0
2071,28,83,1,0.0,1,0,0,0,0,1,0
2072,3,39,4,0.2,1,137,0,0,0,1,1
2073,20,54,1,0.7,3,154,0,0,0,1,1
2074,27,81,1,1.3,3,293,0,0,0,0,1
2075,16,53,4,2.0,3,0,0,0,0,0,0
2076,23,119,1,7.3,1,398,0,0,0,0,0
2077,9,160,4,8.0,3,0,1,0,0,0,1
2078,11,21,2,1.0,2,0,0,0,0,0,0
2079,2,40,1,1.0,3,0,0,0,0,1,0
2080,40,69,4,0.1,2,0,0,0,0,1,0
2081,27,45,1,1.3,2,0,0,0,0,0,0
2082,7,55,4,2.0,2,0,0,0,0,1,0
2083,7,38,1,0.2,3,0,0,0,0,1,0
2084,9,44,4,1.0,2,101,0,1,0,1,0
2085,24,45,3,0.6,2,117,0,0,0,1,0
2086,12,84,1,0.8,2,0,0,0,0,1,1
2087,27,188,2,6.9,2,343,1,0,0,1,0
2088,9,29,3,2.0,3,151,0,1,0,0,0
2089,29,95,1,2.7,2,0,0,0,0,1,0
